order_id,customer_id,order_timestamp,total_amount,status
ORD00197,CUST0287,2026-04-29 03:14:00,918.68,Cancelled
ORD00198,CUST0521,2026-03-09 13:18:00,864.59,Preparing
ORD00199,CUST0968,2026-01-12 23:13:00,767.81,Cancelled
ORD00200,CUST0170,2025-03-02 09:17:00,636.72,Preparing
ORD00201,CUST0621,2026-01-21 03:59:00,768.71,Placed
ORD00202,CUST0773,2025-03-28 00:38:00,2403.66,Cancelled
ORD00203,CUST0501,2026-03-03 00:23:00,2360.33,Cancelled
ORD00204,CUST0130,2026-03-02 14:18:00,1819.0,Placed
ORD00205,CUST0270,2025-02-14 04:17:00,379.51,Out For Delivery
ORD00206,CUST0228,2026-01-08 02:20:00,904.81,Delivered
ORD00207,CUST0796,2025-02-07 22:44:00,2319.35,Delivered
ORD00208,CUST0534,2025-06-12 06:53:00,2110.32,Placed
ORD00209,CUST0252,2025-03-12 18:24:00,628.5,Preparing
ORD00210,CUST0834,2025-04-06 23:31:00,576.58,Placed
ORD00211,CUST0768,2025-04-20 00:27:00,1438.57,Preparing
ORD00212,CUST0705,2025-05-15 19:24:00,663.32,Out For Delivery
ORD00213,CUST0185,2026-03-26 09:53:00,801.08,Delivered
ORD00214,CUST0613,2025-07-02 17:30:00,625.43,Out For Delivery
ORD00215,CUST0254,2025-12-06 13:07:00,2395.16,Placed
ORD00216,CUST0132,2026-02-01 15:53:00,1274.02,Delivered
ORD00218,CUST0692,2025-06-12 13:25:00,1120.48,Out For Delivery
ORD00219,CUST0746,2025-04-23 10:40:00,840.43,Delivered
ORD00220,CUST0549,2025-04-16 20:07:00,1571.93,Out For Delivery
ORD00221,CUST0974,2026-01-05 00:51:00,1973.04,Out For Delivery
ORD00222,CUST0567,2025-02-02 20:03:00,969.03,Preparing
ORD00223,CUST0406,2026-03-17 22:14:00,487.37,Out For Delivery
ORD00224,CUST0751,2025-05-08 00:02:00,1912.29,Cancelled
ORD00225,CUST0497,2025-01-22 05:18:00,1284.9,Preparing
ORD00226,CUST0833,2026-02-06 12:41:00,2063.91,Out For Delivery
ORD00227,CUST0517,2026-01-05 22:48:00,148.37,Cancelled
ORD00228,CUST0754,2025-10-29 12:12:00,2162.33,Out For Delivery
ORD00229,CUST0310,2025-05-21 14:12:00,2426.23,Cancelled
ORD00230,CUST0096,2025-04-24 13:35:00,782.62,Cancelled
ORD00231,CUST0509,2026-01-08 12:23:00,1814.99,Delivered
ORD00232,CUST0407,2026-01-30 07:28:00,1451.57,Out For Delivery
ORD00233,CUST1000,2025-02-12 03:35:00,2175.59,Delivered
ORD00234,CUST0413,2025-11-12 15:33:00,1459.93,Preparing
ORD00235,CUST0422,2025-06-09 23:21:00,187.62,Cancelled
ORD00236,CUST0275,2025-12-20 06:48:00,1272.94,Delivered
ORD00237,CUST0330,2025-08-25 22:30:00,2160.77,Placed
ORD00238,CUST0080,2025-07-12 04:48:00,1347.85,Placed
ORD00239,CUST0996,2025-02-28 01:56:00,509.73,Cancelled
ORD00240,CUST0561,2025-08-03 12:00:00,1145.15,Out For Delivery
ORD00241,CUST0278,2025-09-25 10:39:00,1453.14,Preparing
ORD00242,CUST0210,2026-02-16 19:45:00,1550.84,Delivered
ORD00243,CUST0950,2026-01-18 23:54:00,1284.9,Delivered
ORD00244,CUST0154,2025-08-29 02:00:00,550.42,Placed
ORD00245,CUST0063,2025-11-16 14:38:00,941.09,Cancelled
ORD00246,CUST0015,2026-04-21 06:17:00,2287.63,Delivered
ORD00247,CUST0640,2026-01-28 12:59:00,1398.44,Preparing
ORD00248,CUST0749,2025-04-21 08:11:00,345.57,Cancelled
ORD00249,CUST0339,2025-10-22 18:38:00,2037.52,Cancelled
ORD00250,CUST0173,2025-01-02 07:13:00,2028.05,Preparing
ORD00251,CUST0001,2025-06-15 02:57:00,428.74,Delivered
ORD00252,CUST0310,2025-09-14 03:15:00,1005.54,Delivered
ORD00253,CUST0859,2025-09-25 10:33:00,1552.91,Preparing
ORD00254,CUST0854,2025-05-23 22:09:00,1445.17,Delivered
ORD00255,CUST0124,2025-10-13 13:41:00,160.71,Out For Delivery
ORD00256,CUST0355,2026-01-08 13:13:00,2203.11,Preparing
ORD00257,CUST0766,2025-01-06 06:28:00,567.73,Cancelled
ORD00258,CUST0378,2026-04-14 08:32:00,1556.26,Placed
ORD00259,CUST0408,2025-01-23 22:45:00,1600.65,Cancelled
ORD00260,CUST0950,2025-08-30 19:40:00,517.05,Cancelled
ORD00261,CUST0030,2025-11-10 22:09:00,524.58,Preparing
ORD00262,CUST0123,2025-01-29 14:40:00,854.17,Cancelled
ORD00263,CUST0671,2025-11-11 23:01:00,1712.78,Out For Delivery
ORD00264,CUST0601,2026-01-05 11:33:00,1694.79,Delivered
ORD00265,CUST0067,2025-04-09 16:09:00,301.52,Delivered
ORD00266,CUST0706,2025-09-16 13:11:00,2121.1,Placed
ORD00267,CUST0121,2025-06-24 14:36:00,306.63,Delivered
ORD00268,CUST0187,2026-01-09 02:11:00,1603.9,Placed
ORD00269,CUST0223,2025-11-23 11:29:00,1838.26,Preparing
ORD00270,CUST0966,2026-04-07 06:47:00,418.56,Placed
ORD00271,CUST0286,2025-03-13 18:20:00,2104.66,Out For Delivery
ORD00272,CUST0303,2025-05-13 22:28:00,1275.73,Cancelled
ORD00273,CUST0536,2025-08-19 20:43:00,188.15,Cancelled
ORD00274,CUST0216,2025-12-26 13:22:00,1736.84,Out For Delivery
ORD00275,CUST0516,2025-10-10 23:50:00,1331.85,Preparing
ORD00276,CUST0033,2026-04-18 03:33:00,547.42,Preparing
ORD00277,CUST0578,2025-07-13 21:37:00,873.69,Placed
ORD00278,CUST0009,2025-03-23 13:30:00,1654.92,Placed
ORD00279,CUST0167,2025-08-28 17:11:00,1153.62,Cancelled
ORD00280,CUST0446,2026-01-10 12:30:00,706.18,Out For Delivery
ORD00281,CUST0411,2025-06-03 01:59:00,1931.62,Cancelled
ORD00282,CUST0276,2026-05-04 18:25:00,493.66,Preparing
ORD00283,CUST0989,2025-12-24 16:12:00,1463.17,Preparing
ORD00284,CUST0983,2025-01-28 02:19:00,439.51,Out For Delivery
ORD00285,CUST0001,2025-12-04 04:12:00,823.08,Placed
ORD00286,CUST0448,2025-02-16 23:15:00,1284.9,Out For Delivery
ORD00287,CUST0103,2025-08-30 17:43:00,609.98,Delivered
ORD00288,CUST0724,2025-05-05 03:24:00,1931.31,Preparing
ORD00289,CUST0290,2026-02-24 21:46:00,1532.65,Cancelled
ORD00290,CUST0759,2026-05-12 18:01:00,1560.45,Preparing
ORD00291,CUST0843,2025-01-01 19:38:00,2295.01,Preparing
ORD00292,CUST0217,2025-06-04 13:05:00,1669.71,Delivered
ORD00293,CUST0692,2026-02-25 15:02:00,2392.04,Preparing
ORD00294,CUST0855,2025-02-24 14:51:00,1746.56,Placed
ORD00295,CUST0827,2025-01-07 05:20:00,1284.9,Delivered
ORD00296,CUST0687,2025-07-25 13:49:00,1119.95,Placed
ORD00297,CUST0462,2025-09-15 11:49:00,904.15,Cancelled
ORD00298,CUST0184,2025-08-06 17:48:00,1284.9,Preparing
ORD00299,CUST0725,2025-10-30 08:12:00,1574.85,Delivered
ORD00300,CUST0041,2025-03-04 15:29:00,2234.0,Out For Delivery
ORD00301,CUST0304,2026-01-28 00:34:00,1284.9,Delivered
ORD00302,CUST0652,2025-01-19 19:07:00,187.87,Delivered
ORD00303,CUST0097,2025-03-06 23:09:00,1134.64,Out For Delivery
ORD00304,CUST0633,2025-05-05 23:52:00,1200.21,Placed
ORD00305,CUST0624,2026-05-16 23:40:00,342.69,Cancelled
ORD00306,CUST0950,2025-11-23 23:19:00,153.72,Out For Delivery
ORD00307,CUST0082,2026-03-05 13:07:00,1470.15,Out For Delivery
ORD00308,CUST0813,2025-05-05 22:51:00,1476.01,Preparing
ORD00309,CUST0765,2025-12-19 05:17:00,209.78,Delivered
ORD00310,CUST0280,2025-01-03 13:13:00,1094.38,Preparing
ORD00311,CUST0810,2026-05-15 20:20:00,639.58,Out For Delivery
ORD00312,CUST0746,2025-12-31 19:52:00,1109.84,Cancelled
ORD00313,CUST0953,2025-10-13 00:21:00,931.28,Delivered
ORD00314,CUST0511,2025-04-18 17:44:00,1284.9,Delivered
ORD00315,CUST0991,2025-02-10 20:31:00,928.72,Preparing
ORD00316,CUST0312,2025-05-30 10:28:00,170.95,Cancelled
ORD00317,CUST0579,2025-08-09 13:48:00,2436.06,Cancelled
ORD00318,CUST0385,2026-04-17 17:08:00,2377.17,Placed
ORD00319,CUST0114,2025-10-20 09:11:00,1940.5,Delivered
ORD00320,CUST0223,2025-08-03 19:17:00,971.62,Placed
ORD00321,CUST0649,2026-01-26 20:20:00,1378.02,Preparing
ORD00322,CUST0476,2025-05-27 14:10:00,1284.9,Out For Delivery
ORD00323,CUST0782,2025-08-26 20:11:00,335.98,Cancelled
ORD00324,CUST0421,2025-04-07 20:01:00,432.57,Cancelled
ORD00325,CUST0585,2026-01-10 13:01:00,699.86,Cancelled
ORD00326,CUST0975,2025-07-09 00:47:00,1995.71,Delivered
ORD00327,CUST0871,2026-04-13 05:29:00,2199.16,Preparing
ORD00328,CUST0205,2025-06-15 04:18:00,174.14,Cancelled
ORD00329,CUST0618,2025-08-16 07:50:00,1207.37,Placed
ORD00330,CUST0894,2026-04-17 05:15:00,2409.94,Placed
ORD00331,CUST0417,2026-03-20 16:30:00,268.88,Delivered
ORD00332,CUST0551,2025-03-03 22:49:00,2474.1,Placed
ORD00333,CUST0062,2025-05-30 12:53:00,1945.03,Out For Delivery
ORD00334,CUST0645,2025-11-29 14:27:00,348.7,Out For Delivery
ORD00335,CUST0811,2025-02-27 23:10:00,1675.69,Preparing
ORD00336,CUST0216,2025-05-16 03:21:00,277.77,Delivered
ORD00337,CUST0351,2025-06-01 22:28:00,1180.9,Out For Delivery
ORD00338,CUST0780,2025-03-13 04:33:00,630.45,Out For Delivery
ORD00339,CUST0315,2026-04-29 22:10:00,831.38,Delivered
ORD00340,CUST0825,2025-12-22 04:09:00,2161.95,Out For Delivery
ORD00342,CUST0530,2025-07-27 15:39:00,2433.77,Preparing
ORD00343,CUST0536,2025-07-11 12:55:00,1656.1,Cancelled
ORD00344,CUST0389,2025-01-08 21:04:00,842.34,Preparing
ORD00345,CUST0747,2026-02-09 03:41:00,1297.1,Cancelled
ORD00346,CUST0861,2026-01-18 16:57:00,586.07,Placed
ORD00347,CUST0338,2025-09-17 02:17:00,1383.41,Cancelled
ORD00348,CUST0058,2025-08-17 18:33:00,714.57,Preparing
ORD00349,CUST0251,2025-04-27 22:45:00,196.56,Cancelled
ORD00350,CUST0761,2025-04-08 23:53:00,2274.74,Preparing
ORD00351,CUST0234,2025-05-05 18:48:00,1214.25,Cancelled
ORD00352,CUST0809,2025-11-21 02:12:00,1160.56,Delivered
ORD00353,CUST0221,2025-11-03 15:19:00,1496.11,Placed
ORD00354,CUST0659,2025-04-10 18:51:00,1913.3,Placed
ORD00355,CUST0278,2025-09-10 20:11:00,1259.87,Out For Delivery
ORD00356,CUST0889,2025-09-30 07:21:00,1447.03,Out For Delivery
ORD00358,CUST0068,2026-01-25 13:43:00,2320.71,Delivered
ORD00359,CUST0843,2025-04-04 06:49:00,656.33,Out For Delivery
ORD00360,CUST0544,2025-08-30 03:43:00,1562.86,Cancelled
ORD00361,CUST0197,2026-01-28 12:50:00,479.06,Preparing
ORD00362,CUST0486,2025-12-01 19:50:00,1843.52,Preparing
ORD00363,CUST0877,2026-03-04 09:23:00,900.93,Out For Delivery
ORD00364,CUST0316,2025-08-06 18:25:00,113.61,Delivered
ORD00365,CUST0662,2026-02-17 04:29:00,146.75,Preparing
ORD00366,CUST0302,2026-03-03 11:01:00,1998.21,Out For Delivery
ORD00367,CUST0817,2025-04-21 19:32:00,757.51,Placed
ORD00368,CUST0492,2026-04-28 23:37:00,2430.72,Placed
ORD00369,CUST0983,2026-04-11 22:31:00,2468.63,Cancelled
ORD00370,CUST0655,2025-06-25 08:34:00,2316.65,Placed
ORD00371,CUST0076,2025-06-16 23:26:00,2197.48,Cancelled
ORD00372,CUST0091,2025-08-13 07:20:00,1930.69,Out For Delivery
ORD00373,CUST0707,2025-01-12 04:49:00,2189.74,Out For Delivery
ORD00374,CUST0792,2025-08-17 23:56:00,871.04,Preparing
ORD00375,CUST0694,2026-05-13 22:16:00,1894.36,Placed
ORD00376,CUST0438,2025-07-22 15:51:00,1368.15,Cancelled
ORD00377,CUST0033,2026-05-07 16:55:00,1996.33,Delivered
ORD00378,CUST0069,2026-01-12 02:36:00,1439.9,Placed
ORD00379,CUST0867,2026-03-12 02:36:00,1564.08,Preparing
ORD00380,CUST0442,2026-02-23 08:29:00,2213.3,Preparing
ORD00381,CUST0664,2025-10-22 10:29:00,1762.21,Delivered
ORD00382,CUST0301,2025-01-04 19:53:00,120.49,Out For Delivery
ORD00383,CUST0229,2025-10-27 21:49:00,1198.61,Preparing
ORD00384,CUST0364,2026-04-03 22:55:00,553.23,Preparing
ORD00385,CUST0027,2025-10-01 19:54:00,405.58,Out For Delivery
ORD00386,CUST0323,2026-04-21 07:42:00,827.03,Delivered
ORD00387,CUST0942,2025-04-22 11:01:00,2257.31,Delivered
ORD00388,CUST0027,2025-08-16 23:54:00,1013.0,Delivered
ORD00389,CUST0790,2025-07-14 18:52:00,2426.19,Cancelled
ORD00390,CUST0125,2025-03-25 06:07:00,1877.54,Out For Delivery
ORD00391,CUST0196,2025-04-18 02:51:00,1247.15,Cancelled
ORD00392,CUST0008,2025-07-14 13:25:00,340.16,Out For Delivery
ORD00393,CUST0445,2026-04-30 20:19:00,1782.91,Delivered
ORD00395,CUST0010,2025-03-07 16:09:00,1227.55,Placed
ORD00396,CUST0888,2026-01-14 21:18:00,1095.7,Preparing
ORD00397,CUST0532,2026-05-10 04:47:00,1704.8,Out For Delivery
ORD00398,CUST0167,2025-01-16 15:13:00,1600.75,Out For Delivery
ORD00400,CUST0387,2026-01-26 19:46:00,479.61,Placed
ORD00401,CUST0430,2025-02-03 03:30:00,1096.18,Cancelled
ORD00402,CUST0829,2025-11-23 00:19:00,2258.92,Out For Delivery
ORD00403,CUST0375,2026-05-05 19:42:00,1246.7,Cancelled
ORD00404,CUST0133,2026-02-17 04:14:00,1883.64,Delivered
ORD00405,CUST0256,2025-04-26 08:11:00,822.66,Delivered
ORD00406,CUST0592,2026-03-29 08:48:00,887.07,Out For Delivery
ORD00407,CUST0958,2026-03-12 01:47:00,1024.07,Placed
ORD00408,CUST0015,2025-03-15 20:02:00,670.79,Delivered
ORD00409,CUST0496,2026-03-16 11:12:00,2060.77,Cancelled
