user_id,user_name,city,effective_from,effective_to,is_current
U45,User_44,Mumbai,2026-01-01,,True
U46,User_45,Delhi,2026-01-01,,True
U47,User_46,Delhi,2026-01-01,,True
U48,User_47,Bangalore,2026-01-01,,True
U49,User_48,Mumbai,2026-01-01,,True
U50,User_49,Mumbai,2026-01-01,,True
U51,User_50,Bangalore,2026-01-01,,True
U52,User_51,Jaipur,2026-01-01,,True
U53,User_52,Mumbai,2026-01-01,,True
U54,User_53,Mumbai,2026-01-01,,True
U55,User_54,Delhi,2026-01-01,,True
U56,User_55,Bangalore,2026-01-01,,True
U57,User_56,Jaipur,2026-01-01,,True
U58,User_57,Bangalore,2026-01-01,,True
U59,User_58,Bangalore,2026-01-01,2026-04-15,False
U59,User_58,Delhi,2026-04-16,,True
U60,User_59,Jaipur,2026-01-01,2026-04-15,False
U60,User_59,Delhi,2026-04-16,,True
U61,User_60,Bangalore,2026-01-01,,True
U62,User_61,Delhi,2026-01-01,,True
U63,User_62,Delhi,2026-01-01,2026-04-15,False
U63,User_62,Mumbai,2026-04-16,,True
U64,User_63,Bangalore,2026-01-01,,True
U65,User_64,Mumbai,2026-01-01,2026-04-15,False
U65,User_64,Delhi,2026-04-16,,True
U66,User_65,Delhi,2026-01-01,,True
U67,User_66,Jaipur,2026-01-01,2026-04-15,False
U67,User_66,Mumbai,2026-04-16,,True
U68,User_67,Jaipur,2026-01-01,2026-04-15,False
U68,User_67,Mumbai,2026-04-16,,True
U69,User_68,Bangalore,2026-01-01,,True
U70,User_69,Jaipur,2026-01-01,2026-04-15,False
U70,User_69,Delhi,2026-04-16,,True
U71,User_70,Jaipur,2026-01-01,,True
U72,User_71,Mumbai,2026-01-01,,True
U73,User_72,Mumbai,2026-01-01,,True
U74,User_73,Bangalore,2026-01-01,,True
U75,User_74,Mumbai,2026-01-01,2026-04-15,False
U75,User_74,Delhi,2026-04-16,,True
U76,User_75,Bangalore,2026-01-01,,True
U77,User_76,Mumbai,2026-01-01,2026-04-15,False
U77,User_76,Delhi,2026-04-16,,True
U78,User_77,Jaipur,2026-01-01,,True
U79,User_78,Delhi,2026-01-01,,True
U80,User_79,Jaipur,2026-01-01,2026-04-15,False
U80,User_79,Bangalore,2026-04-16,,True
U81,User_80,Bangalore,2026-01-01,,True
U82,User_81,Mumbai,2026-01-01,,True
U83,User_82,Bangalore,2026-01-01,,True
U84,User_83,Mumbai,2026-01-01,,True
U85,User_84,Mumbai,2026-01-01,2026-04-15,False
U85,User_84,Jaipur,2026-04-16,,True
U86,User_85,Delhi,2026-01-01,,True
U87,User_86,Mumbai,2026-01-01,,True
U88,User_87,Delhi,2026-01-01,,True
U89,User_88,Mumbai,2026-01-01,,True
U90,User_89,Bangalore,2026-01-01,2026-04-15,False
U90,User_89,Jaipur,2026-04-16,,True
U91,User_90,Bangalore,2026-01-01,,True
U92,User_91,Jaipur,2026-01-01,,True
U93,User_92,Delhi,2026-01-01,,True
U94,User_93,Jaipur,2026-01-01,2026-04-15,False
U94,User_93,Mumbai,2026-04-16,,True
U95,User_94,Mumbai,2026-01-01,,True
U96,User_95,Mumbai,2026-01-01,,True
U97,User_96,Delhi,2026-01-01,,True
U98,User_97,Delhi,2026-01-01,,True
U99,User_98,Delhi,2026-01-01,2026-04-15,False
U99,User_98,Jaipur,2026-04-16,,True
U100,User_99,Bangalore,2026-01-01,,True
U101,User_100,Jaipur,2026-01-01,,True
U102,User_101,Bangalore,2026-01-01,,True
U103,User_102,Delhi,2026-01-01,,True
U104,User_103,Bangalore,2026-01-01,,True
U105,User_104,Delhi,2026-01-01,,True
U106,User_105,Delhi,2026-01-01,,True
U107,User_106,Jaipur,2026-01-01,,True
U108,User_107,Jaipur,2026-01-01,,True
U109,User_108,Delhi,2026-01-01,,True
U110,User_109,Bangalore,2026-01-01,,True
U111,User_110,Delhi,2026-01-01,,True
U112,User_111,Jaipur,2026-01-01,,True
U113,User_112,Delhi,2026-01-01,,True
U114,User_113,Delhi,2026-01-01,,True
U115,User_114,Delhi,2026-01-01,,True
U116,User_115,Bangalore,2026-01-01,2026-04-15,False
U116,User_115,Jaipur,2026-04-16,,True
U117,User_116,Delhi,2026-01-01,,True
U118,User_117,Jaipur,2026-01-01,2026-04-15,False
U118,User_117,Delhi,2026-04-16,,True
U119,User_118,Jaipur,2026-01-01,,True
U120,User_119,Mumbai,2026-01-01,,True
U121,User_120,Delhi,2026-01-01,,True
U122,User_121,Jaipur,2026-01-01,2026-04-15,False
U122,User_121,Delhi,2026-04-16,,True
U123,User_122,Jaipur,2026-01-01,,True
U124,User_123,Mumbai,2026-01-01,,True
U125,User_124,Jaipur,2026-01-01,,True
U126,User_125,Delhi,2026-01-01,,True
U127,User_126,Delhi,2026-01-01,,True
U128,User_127,Bangalore,2026-01-01,2026-04-15,False
U128,User_127,Jaipur,2026-04-16,,True
U129,User_128,Mumbai,2026-01-01,,True
U130,User_129,Jaipur,2026-01-01,,True
U131,User_130,Delhi,2026-01-01,,True
U132,User_131,Bangalore,2026-01-01,,True
U133,User_132,Jaipur,2026-01-01,2026-04-15,False
U133,User_132,Mumbai,2026-04-16,,True
U134,User_133,Bangalore,2026-01-01,,True
U135,User_134,Mumbai,2026-01-01,2026-04-15,False
U135,User_134,Delhi,2026-04-16,,True
U136,User_135,Jaipur,2026-01-01,,True
U137,User_136,Delhi,2026-01-01,,True
U138,User_137,Mumbai,2026-01-01,,True
U139,User_138,Mumbai,2026-01-01,,True
U140,User_139,Jaipur,2026-01-01,,True
U141,User_140,Bangalore,2026-01-01,2026-04-15,False
U141,User_140,Mumbai,2026-04-16,,True
U142,User_141,Bangalore,2026-01-01,,True
U143,User_142,Jaipur,2026-01-01,,True
U144,User_143,Bangalore,2026-01-01,,True
U145,User_144,Delhi,2026-01-01,,True
U146,User_145,Jaipur,2026-01-01,,True
U147,User_146,Jaipur,2026-01-01,,True
U148,User_147,Jaipur,2026-01-01,,True
U149,User_148,Delhi,2026-01-01,,True
U150,User_149,Jaipur,2026-01-01,,True
U151,User_150,Bangalore,2026-01-01,2026-04-15,False
U151,User_150,Delhi,2026-04-16,,True
U152,User_151,Mumbai,2026-01-01,,True
U153,User_152,Delhi,2026-01-01,,True
U154,User_153,Mumbai,2026-01-01,,True
U155,User_154,Mumbai,2026-01-01,2026-04-15,False
U155,User_154,Delhi,2026-04-16,,True
U156,User_155,Delhi,2026-01-01,,True
U157,User_156,Jaipur,2026-01-01,2026-04-15,False
U157,User_156,Delhi,2026-04-16,,True
U158,User_157,Jaipur,2026-01-01,2026-04-15,False
U158,User_157,Bangalore,2026-04-16,,True
U159,User_158,Mumbai,2026-01-01,2026-04-15,False
U159,User_158,Delhi,2026-04-16,,True
U160,User_159,Mumbai,2026-01-01,,True
U161,User_160,Bangalore,2026-01-01,,True
U162,User_161,Delhi,2026-01-01,,True
U163,User_162,Mumbai,2026-01-01,,True
U164,User_163,Jaipur,2026-01-01,,True
U165,User_164,Jaipur,2026-01-01,,True
U166,User_165,Jaipur,2026-01-01,,True
U167,User_166,Mumbai,2026-01-01,,True
U168,User_167,Bangalore,2026-01-01,,True
U169,User_168,Mumbai,2026-01-01,2026-04-15,False
U169,User_168,Jaipur,2026-04-16,,True
U170,User_169,Mumbai,2026-01-01,2026-04-15,False
U170,User_169,Delhi,2026-04-16,,True
U171,User_170,Delhi,2026-01-01,,True
U172,User_171,Delhi,2026-01-01,,True
U173,User_172,Delhi,2026-01-01,,True
U174,User_173,Jaipur,2026-01-01,,True
U175,User_174,Mumbai,2026-01-01,,True
U176,User_175,Mumbai,2026-01-01,,True
U177,User_176,Bangalore,2026-01-01,,True
U178,User_177,Jaipur,2026-01-01,,True
U179,User_178,Delhi,2026-01-01,,True
U180,User_179,Delhi,2026-01-01,2026-04-15,False
U180,User_179,Bangalore,2026-04-16,,True
U181,User_180,Mumbai,2026-01-01,,True
U182,User_181,Mumbai,2026-01-01,,True
U183,User_182,Delhi,2026-01-01,2026-04-15,False
U183,User_182,Jaipur,2026-04-16,,True
U184,User_183,Delhi,2026-01-01,2026-04-15,False
U184,User_183,Bangalore,2026-04-16,,True
U185,User_184,Bangalore,2026-01-01,2026-04-15,False
U185,User_184,Jaipur,2026-04-16,,True
U186,User_185,Jaipur,2026-01-01,,True
U187,User_186,Delhi,2026-01-01,,True
U188,User_187,Jaipur,2026-01-01,,True
U189,User_188,Mumbai,2026-01-01,,True
U190,User_189,Mumbai,2026-01-01,,True
U191,User_190,Jaipur,2026-01-01,,True
U192,User_191,Delhi,2026-01-01,,True
U193,User_192,Delhi,2026-01-01,,True
U194,User_193,Jaipur,2026-01-01,,True
U195,User_194,Bangalore,2026-01-01,,True
U196,User_195,Bangalore,2026-01-01,,True
U197,User_196,Delhi,2026-01-01,,True
U198,User_197,Mumbai,2026-01-01,,True
U199,User_198,Mumbai,2026-01-01,,True
U200,User_199,Jaipur,2026-01-01,,True
U201,User_200,Mumbai,2026-01-01,,True
U202,User_201,Bangalore,2026-01-01,2026-04-15,False
U202,User_201,Mumbai,2026-04-16,,True
U203,User_202,Bangalore,2026-01-01,,True
U204,User_203,Mumbai,2026-01-01,2026-04-15,False
U204,User_203,Jaipur,2026-04-16,,True
U205,User_204,Jaipur,2026-01-01,,True
U206,User_205,Bangalore,2026-01-01,2026-04-15,False
U206,User_205,Jaipur,2026-04-16,,True
U207,User_206,Mumbai,2026-01-01,,True
U208,User_207,Bangalore,2026-01-01,2026-04-15,False
U208,User_207,Jaipur,2026-04-16,,True
U209,User_208,Delhi,2026-01-01,2026-04-15,False
U209,User_208,Bangalore,2026-04-16,,True
U210,User_209,Bangalore,2026-01-01,,True
U211,User_210,Mumbai,2026-01-01,,True
U212,User_211,Bangalore,2026-01-01,,True
U213,User_212,Bangalore,2026-01-01,,True
U214,User_213,Jaipur,2026-01-01,,True
U215,User_214,Jaipur,2026-01-01,2026-04-15,False
U215,User_214,Bangalore,2026-04-16,,True
U216,User_215,Bangalore,2026-01-01,,True
U217,User_216,Bangalore,2026-01-01,,True
U218,User_217,Bangalore,2026-01-01,,True
U219,User_218,Jaipur,2026-01-01,,True
U220,User_219,Bangalore,2026-01-01,,True
U221,User_220,Bangalore,2026-01-01,,True
U222,User_221,Jaipur,2026-01-01,,True
U223,User_222,Delhi,2026-01-01,,True
U224,User_223,Bangalore,2026-01-01,2026-04-15,False
U224,User_223,Jaipur,2026-04-16,,True
U225,User_224,Delhi,2026-01-01,,True
U226,User_225,Bangalore,2026-01-01,2026-04-15,False
U226,User_225,Mumbai,2026-04-16,,True
U227,User_226,Bangalore,2026-01-01,,True
U228,User_227,Jaipur,2026-01-01,2026-04-15,False
U228,User_227,Mumbai,2026-04-16,,True
U229,User_228,Jaipur,2026-01-01,,True
U230,User_229,Mumbai,2026-01-01,,True
U231,User_230,Bangalore,2026-01-01,,True
U232,User_231,Mumbai,2026-01-01,,True
U233,User_232,Mumbai,2026-01-01,,True
U234,User_233,Jaipur,2026-01-01,,True
U235,User_234,Bangalore,2026-01-01,,True
U236,User_235,Jaipur,2026-01-01,,True
U237,User_236,Bangalore,2026-01-01,,True
U238,User_237,Bangalore,2026-01-01,2026-04-15,False
U238,User_237,Delhi,2026-04-16,,True
U239,User_238,Delhi,2026-01-01,,True
U240,User_239,Jaipur,2026-01-01,,True
U241,User_240,Mumbai,2026-01-01,,True
U242,User_241,Bangalore,2026-01-01,2026-04-15,False
U242,User_241,Mumbai,2026-04-16,,True
U243,User_242,Jaipur,2026-01-01,,True
U244,User_243,Mumbai,2026-01-01,2026-04-15,False
U244,User_243,Jaipur,2026-04-16,,True
U245,User_244,Delhi,2026-01-01,2026-04-15,False
U245,User_244,Bangalore,2026-04-16,,True
U246,User_245,Mumbai,2026-01-01,,True
U247,User_246,Mumbai,2026-01-01,,True
U248,User_247,Delhi,2026-01-01,,True
U249,User_248,Delhi,2026-01-01,,True
U250,User_249,Bangalore,2026-01-01,2026-04-15,False
U250,User_249,Jaipur,2026-04-16,,True
U251,User_250,Jaipur,2026-01-01,,True
U252,User_251,Jaipur,2026-01-01,,True
U253,User_252,Mumbai,2026-01-01,,True
U254,User_253,Bangalore,2026-01-01,,True
U255,User_254,Jaipur,2026-01-01,,True
U256,User_255,Bangalore,2026-01-01,,True
U257,User_256,Bangalore,2026-01-01,,True
U258,User_257,Jaipur,2026-01-01,,True
U259,User_258,Jaipur,2026-01-01,,True
U260,User_259,Delhi,2026-01-01,,True
U261,User_260,Jaipur,2026-01-01,,True
U262,User_261,Mumbai,2026-01-01,,True
U263,User_262,Delhi,2026-01-01,,True
U264,User_263,Mumbai,2026-01-01,,True
U265,User_264,Jaipur,2026-01-01,,True
U266,User_265,Mumbai,2026-01-01,2026-04-15,False
U266,User_265,Bangalore,2026-04-16,,True
U267,User_266,Mumbai,2026-01-01,,True
U268,User_267,Jaipur,2026-01-01,,True
U269,User_268,Bangalore,2026-01-01,,True
U270,User_269,Jaipur,2026-01-01,,True
U271,User_270,Jaipur,2026-01-01,,True
U272,User_271,Jaipur,2026-01-01,,True
U273,User_272,Delhi,2026-01-01,,True
U274,User_273,Mumbai,2026-01-01,2026-04-15,False
U274,User_273,Jaipur,2026-04-16,,True
U275,User_274,Mumbai,2026-01-01,,True
U276,User_275,Mumbai,2026-01-01,,True
U277,User_276,Delhi,2026-01-01,2026-04-15,False
U277,User_276,Bangalore,2026-04-16,,True
U278,User_277,Mumbai,2026-01-01,,True
U279,User_278,Delhi,2026-01-01,,True
U280,User_279,Jaipur,2026-01-01,,True
U281,User_280,Mumbai,2026-01-01,2026-04-15,False
U281,User_280,Jaipur,2026-04-16,,True
U282,User_281,Jaipur,2026-01-01,,True
U283,User_282,Mumbai,2026-01-01,,True
U284,User_283,Mumbai,2026-01-01,,True
U285,User_284,Mumbai,2026-01-01,2026-04-15,False
U285,User_284,Delhi,2026-04-16,,True
U286,User_285,Delhi,2026-01-01,2026-04-15,False
U286,User_285,Jaipur,2026-04-16,,True
U287,User_286,Mumbai,2026-01-01,,True
U288,User_287,Bangalore,2026-01-01,,True
U289,User_288,Mumbai,2026-01-01,2026-04-15,False
U289,User_288,Jaipur,2026-04-16,,True
U290,User_289,Delhi,2026-01-01,,True
U291,User_290,Mumbai,2026-01-01,,True
U292,User_291,Jaipur,2026-01-01,,True
U293,User_292,Mumbai,2026-01-01,,True
U294,User_293,Bangalore,2026-01-01,,True
U295,User_294,Bangalore,2026-01-01,,True
U296,User_295,Jaipur,2026-01-01,2026-04-15,False
U296,User_295,Bangalore,2026-04-16,,True
U297,User_296,Bangalore,2026-01-01,,True
U298,User_297,Jaipur,2026-01-01,,True
U299,User_298,Bangalore,2026-01-01,,True
U300,User_299,Jaipur,2026-01-01,,True
U301,User_300,Jaipur,2026-01-01,,True
U302,User_301,Delhi,2026-01-01,,True
U303,User_302,Jaipur,2026-01-01,,True
U304,User_303,Bangalore,2026-01-01,,True
U305,User_304,Bangalore,2026-01-01,,True
U306,User_305,Delhi,2026-01-01,,True
U307,User_306,Bangalore,2026-01-01,2026-04-15,False
U307,User_306,Jaipur,2026-04-16,,True
U308,User_307,Mumbai,2026-01-01,,True
U309,User_308,Bangalore,2026-01-01,2026-04-15,False
U309,User_308,Jaipur,2026-04-16,,True
U310,User_309,Bangalore,2026-01-01,,True
U311,User_310,Jaipur,2026-01-01,,True
U312,User_311,Bangalore,2026-01-01,,True
U313,User_312,Delhi,2026-01-01,,True
U314,User_313,Mumbai,2026-01-01,2026-04-15,False
U314,User_313,Delhi,2026-04-16,,True
U315,User_314,Bangalore,2026-01-01,2026-04-15,False
U315,User_314,Delhi,2026-04-16,,True
U316,User_315,Mumbai,2026-01-01,,True
U317,User_316,Delhi,2026-01-01,,True
U318,User_317,Bangalore,2026-01-01,,True
U319,User_318,Delhi,2026-01-01,2026-04-15,False
U319,User_318,Jaipur,2026-04-16,,True
U320,User_319,Delhi,2026-01-01,,True
U321,User_320,Bangalore,2026-01-01,,True
U322,User_321,Mumbai,2026-01-01,,True
U323,User_322,Mumbai,2026-01-01,,True
U324,User_323,Bangalore,2026-01-01,,True
U325,User_324,Delhi,2026-01-01,,True
U326,User_325,Jaipur,2026-01-01,,True
U327,User_326,Mumbai,2026-01-01,,True
U328,User_327,Delhi,2026-01-01,2026-04-15,False
U328,User_327,Jaipur,2026-04-16,,True
U329,User_328,Mumbai,2026-01-01,,True
U330,User_329,Delhi,2026-01-01,,True
U331,User_330,Jaipur,2026-01-01,2026-04-15,False
U331,User_330,Bangalore,2026-04-16,,True
U332,User_331,Jaipur,2026-01-01,2026-04-15,False
U332,User_331,Mumbai,2026-04-16,,True
U333,User_332,Delhi,2026-01-01,,True
U334,User_333,Delhi,2026-01-01,,True
U335,User_334,Delhi,2026-01-01,,True
U336,User_335,Delhi,2026-01-01,2026-04-15,False
U336,User_335,Mumbai,2026-04-16,,True
U337,User_336,Delhi,2026-01-01,2026-04-15,False
U337,User_336,Bangalore,2026-04-16,,True
U338,User_337,Delhi,2026-01-01,,True
U339,User_338,Mumbai,2026-01-01,,True
U340,User_339,Delhi,2026-01-01,,True
U341,User_340,Bangalore,2026-01-01,,True
U342,User_341,Bangalore,2026-01-01,,True
U343,User_342,Bangalore,2026-01-01,2026-04-15,False
U343,User_342,Mumbai,2026-04-16,,True
U344,User_343,Bangalore,2026-01-01,,True
U345,User_344,Mumbai,2026-01-01,,True
U346,User_345,Bangalore,2026-01-01,,True
U347,User_346,Mumbai,2026-01-01,2026-04-15,False
U347,User_346,Jaipur,2026-04-16,,True
U348,User_347,Mumbai,2026-01-01,2026-04-15,False
U348,User_347,Jaipur,2026-04-16,,True
U349,User_348,Jaipur,2026-01-01,2026-04-15,False
U349,User_348,Bangalore,2026-04-16,,True
U350,User_349,Bangalore,2026-01-01,,True
U351,User_350,Delhi,2026-01-01,,True
U352,User_351,Jaipur,2026-01-01,,True
U353,User_352,Delhi,2026-01-01,2026-04-15,False
U353,User_352,Bangalore,2026-04-16,,True
U354,User_353,Delhi,2026-01-01,,True
U355,User_354,Bangalore,2026-01-01,2026-04-15,False
U355,User_354,Delhi,2026-04-16,,True
U356,User_355,Bangalore,2026-01-01,,True
U357,User_356,Jaipur,2026-01-01,,True
U358,User_357,Mumbai,2026-01-01,,True
U359,User_358,Jaipur,2026-01-01,2026-04-15,False
U359,User_358,Bangalore,2026-04-16,,True
U360,User_359,Bangalore,2026-01-01,,True
U361,User_360,Bangalore,2026-01-01,,True
U362,User_361,Mumbai,2026-01-01,,True
U363,User_362,Bangalore,2026-01-01,,True
U364,User_363,Mumbai,2026-01-01,,True
U365,User_364,Mumbai,2026-01-01,,True
U366,User_365,Mumbai,2026-01-01,,True
U367,User_366,Delhi,2026-01-01,2026-04-15,False
U367,User_366,Mumbai,2026-04-16,,True
U368,User_367,Jaipur,2026-01-01,,True
U369,User_368,Bangalore,2026-01-01,,True
U370,User_369,Delhi,2026-01-01,,True
U371,User_370,Bangalore,2026-01-01,,True
U372,User_371,Jaipur,2026-01-01,,True
U373,User_372,Bangalore,2026-01-01,,True
U374,User_373,Jaipur,2026-01-01,,True
U375,User_374,Jaipur,2026-01-01,,True
U376,User_375,Mumbai,2026-01-01,,True
U377,User_376,Mumbai,2026-01-01,,True
U378,User_377,Delhi,2026-01-01,,True
U379,User_378,Delhi,2026-01-01,,True
U380,User_379,Mumbai,2026-01-01,,True
U381,User_380,Bangalore,2026-01-01,2026-04-15,False
U381,User_380,Delhi,2026-04-16,,True
U382,User_381,Mumbai,2026-01-01,,True
U383,User_382,Jaipur,2026-01-01,,True
U384,User_383,Jaipur,2026-01-01,,True
U385,User_384,Delhi,2026-01-01,2026-04-15,False
U385,User_384,Bangalore,2026-04-16,,True
U386,User_385,Bangalore,2026-01-01,,True
U387,User_386,Bangalore,2026-01-01,2026-04-15,False
U387,User_386,Delhi,2026-04-16,,True
U388,User_387,Delhi,2026-01-01,,True
U389,User_388,Bangalore,2026-01-01,,True
U390,User_389,Mumbai,2026-01-01,2026-04-15,False
U390,User_389,Jaipur,2026-04-16,,True
U391,User_390,Mumbai,2026-01-01,2026-04-15,False
U391,User_390,Jaipur,2026-04-16,,True
U392,User_391,Delhi,2026-01-01,,True
U393,User_392,Delhi,2026-01-01,2026-04-15,False
U393,User_392,Bangalore,2026-04-16,,True
U394,User_393,Jaipur,2026-01-01,,True
U395,User_394,Delhi,2026-01-01,2026-04-15,False
U395,User_394,Jaipur,2026-04-16,,True
U396,User_395,Delhi,2026-01-01,,True
U397,User_396,Mumbai,2026-01-01,,True
U398,User_397,Jaipur,2026-01-01,,True
U399,User_398,Bangalore,2026-01-01,,True
U400,User_399,Mumbai,2026-01-01,,True
U401,User_400,Jaipur,2026-01-01,,True
U402,User_401,Bangalore,2026-01-01,,True
U403,User_402,Jaipur,2026-01-01,2026-04-15,False
U403,User_402,Bangalore,2026-04-16,,True
U404,User_403,Mumbai,2026-01-01,2026-04-15,False
U404,User_403,Bangalore,2026-04-16,,True
U405,User_404,Mumbai,2026-01-01,,True
U406,User_405,Delhi,2026-01-01,,True
U407,User_406,Delhi,2026-01-01,2026-04-15,False
U407,User_406,Jaipur,2026-04-16,,True
U408,User_407,Bangalore,2026-01-01,,True
U409,User_408,Mumbai,2026-01-01,2026-04-15,False
U409,User_408,Bangalore,2026-04-16,,True
U410,User_409,Delhi,2026-01-01,,True
U411,User_410,Jaipur,2026-01-01,,True
U412,User_411,Bangalore,2026-01-01,,True
U413,User_412,Jaipur,2026-01-01,2026-04-15,False
U413,User_412,Bangalore,2026-04-16,,True
U414,User_413,Mumbai,2026-01-01,,True
U415,User_414,Bangalore,2026-01-01,,True
U416,User_415,Delhi,2026-01-01,2026-04-15,False
U416,User_415,Bangalore,2026-04-16,,True
U417,User_416,Delhi,2026-01-01,,True
U418,User_417,Delhi,2026-01-01,,True
U419,User_418,Jaipur,2026-01-01,,True
U420,User_419,Bangalore,2026-01-01,,True
U421,User_420,Bangalore,2026-01-01,,True
U422,User_421,Delhi,2026-01-01,,True
U423,User_422,Mumbai,2026-01-01,,True
U424,User_423,Delhi,2026-01-01,,True
U425,User_424,Delhi,2026-01-01,2026-04-15,False
U425,User_424,Mumbai,2026-04-16,,True
U426,User_425,Delhi,2026-01-01,,True
U427,User_426,Bangalore,2026-01-01,2026-04-15,False
U427,User_426,Jaipur,2026-04-16,,True
U428,User_427,Jaipur,2026-01-01,,True
U429,User_428,Bangalore,2026-01-01,2026-04-15,False
U429,User_428,Jaipur,2026-04-16,,True
U430,User_429,Bangalore,2026-01-01,,True
U431,User_430,Mumbai,2026-01-01,,True
U432,User_431,Bangalore,2026-01-01,2026-04-15,False
U432,User_431,Mumbai,2026-04-16,,True
U433,User_432,Delhi,2026-01-01,,True
U434,User_433,Delhi,2026-01-01,,True
U435,User_434,Bangalore,2026-01-01,,True
U436,User_435,Jaipur,2026-01-01,2026-04-15,False
U436,User_435,Mumbai,2026-04-16,,True
U437,User_436,Mumbai,2026-01-01,,True
U438,User_437,Mumbai,2026-01-01,,True
U439,User_438,Mumbai,2026-01-01,,True
U440,User_439,Delhi,2026-01-01,,True
U441,User_440,Jaipur,2026-01-01,,True
U442,User_441,Mumbai,2026-01-01,,True
U443,User_442,Bangalore,2026-01-01,2026-04-15,False
U443,User_442,Delhi,2026-04-16,,True
U444,User_443,Delhi,2026-01-01,2026-04-15,False
U444,User_443,Jaipur,2026-04-16,,True
U445,User_444,Bangalore,2026-01-01,,True
U446,User_445,Jaipur,2026-01-01,2026-04-15,False
U446,User_445,Delhi,2026-04-16,,True
U447,User_446,Jaipur,2026-01-01,,True
U448,User_447,Bangalore,2026-01-01,2026-04-15,False
U448,User_447,Mumbai,2026-04-16,,True
U449,User_448,Delhi,2026-01-01,,True
U450,User_449,Bangalore,2026-01-01,,True
U451,User_450,Delhi,2026-01-01,,True
U452,User_451,Bangalore,2026-01-01,,True
U453,User_452,Mumbai,2026-01-01,,True
U454,User_453,Mumbai,2026-01-01,,True
U455,User_454,Bangalore,2026-01-01,,True
U456,User_455,Jaipur,2026-01-01,,True
U457,User_456,Mumbai,2026-01-01,,True
U458,User_457,Bangalore,2026-01-01,,True
U459,User_458,Delhi,2026-01-01,,True
U460,User_459,Bangalore,2026-01-01,,True
U461,User_460,Bangalore,2026-01-01,,True
U462,User_461,Delhi,2026-01-01,2026-04-15,False
U462,User_461,Mumbai,2026-04-16,,True
U463,User_462,Bangalore,2026-01-01,,True
U464,User_463,Jaipur,2026-01-01,2026-04-15,False
U464,User_463,Bangalore,2026-04-16,,True
U465,User_464,Delhi,2026-01-01,,True
U466,User_465,Mumbai,2026-01-01,,True
U467,User_466,Delhi,2026-01-01,2026-04-15,False
U467,User_466,Bangalore,2026-04-16,,True
U468,User_467,Delhi,2026-01-01,,True
U469,User_468,Mumbai,2026-01-01,2026-04-15,False
U469,User_468,Delhi,2026-04-16,,True
U470,User_469,Bangalore,2026-01-01,,True
U471,User_470,Delhi,2026-01-01,2026-04-15,False
U471,User_470,Mumbai,2026-04-16,,True
U472,User_471,Bangalore,2026-01-01,2026-04-15,False
U472,User_471,Mumbai,2026-04-16,,True
U473,User_472,Delhi,2026-01-01,,True
U474,User_473,Mumbai,2026-01-01,,True
U475,User_474,Mumbai,2026-01-01,,True
U476,User_475,Jaipur,2026-01-01,,True
