order_id,status,updated_at
ORD10064,Out For Delivery,2026-04-17 12:01:00
ORD10064,Delivered,2026-04-17 12:16:00
ORD10065,Placed,2026-04-17 13:50:00
ORD10065,Preparing,2026-04-17 13:59:00
ORD10065,Out For Delivery,2026-04-17 14:12:00
ORD10065,Delivered,2026-04-17 14:22:00
ORD10066,Placed,2026-04-17 11:32:00
ORD10066,Cancelled,2026-04-17 11:38:00
ORD10067,Placed,2026-04-17 19:42:00
ORD10067,Preparing,2026-04-17 19:48:00
ORD10067,Out For Delivery,2026-04-17 20:02:00
ORD10067,Delivered,2026-04-17 20:13:00
ORD10068,Placed,2026-04-17 17:52:00
ORD10068,Preparing,2026-04-17 18:03:00
ORD10068,Out For Delivery,2026-04-17 18:10:00
ORD10068,Delivered,2026-04-17 18:15:00
ORD10069,Placed,2026-04-17 12:44:00
ORD10069,Preparing,2026-04-17 12:49:00
ORD10069,Out For Delivery,2026-04-17 12:59:00
ORD10069,Delivered,2026-04-17 13:11:00
ORD1007,Placed,2026-04-17 13:52:00
ORD1007,Preparing,2026-04-17 14:01:00
ORD1007,Out For Delivery,2026-04-17 14:12:00
ORD1007,Delivered,2026-04-17 14:18:00
ORD10070,Placed,2026-04-17 14:01:00
ORD10070,Preparing,2026-04-17 14:14:00
ORD10070,Out For Delivery,2026-04-17 14:29:00
ORD10070,Delivered,2026-04-17 14:41:00
ORD10071,Placed,2026-04-17 16:08:00
ORD10071,Preparing,2026-04-17 16:23:00
ORD10071,Out For Delivery,2026-04-17 16:33:00
ORD10071,Delivered,2026-04-17 16:48:00
ORD10072,Placed,2026-04-17 17:52:00
ORD10072,Cancelled,2026-04-17 18:03:00
ORD10073,Placed,2026-04-17 12:07:00
ORD10073,Preparing,2026-04-17 12:14:00
ORD10073,Out For Delivery,2026-04-17 12:28:00
ORD10073,Delivered,2026-04-17 12:42:00
ORD10074,Placed,2026-04-17 11:03:00
ORD10074,Preparing,2026-04-17 11:16:00
ORD10074,Out For Delivery,2026-04-17 11:24:00
ORD10074,Delivered,2026-04-17 11:30:00
ORD10075,Placed,2026-04-17 18:05:00
ORD10075,Cancelled,2026-04-17 18:14:00
ORD10076,Placed,2026-04-17 12:19:00
ORD10076,Preparing,2026-04-17 12:30:00
ORD10076,Out For Delivery,2026-04-17 12:37:00
ORD10076,Delivered,2026-04-17 12:47:00
ORD10077,Placed,2026-04-17 18:42:00
ORD10077,Cancelled,2026-04-17 18:53:00
ORD10078,Placed,2026-04-17 12:16:00
ORD10078,Preparing,2026-04-17 12:29:00
ORD10078,Out For Delivery,2026-04-17 12:36:00
ORD10078,Delivered,2026-04-17 12:46:00
ORD10079,Placed,2026-04-17 15:24:00
ORD10079,Preparing,2026-04-17 15:30:00
ORD10079,Out For Delivery,2026-04-17 15:42:00
ORD10079,Delivered,2026-04-17 15:57:00
ORD1008,Placed,2026-04-17 16:50:00
ORD1008,Preparing,2026-04-17 17:01:00
ORD1008,Out For Delivery,2026-04-17 17:10:00
ORD1008,Delivered,2026-04-17 17:15:00
ORD10080,Placed,2026-04-17 13:37:00
ORD10080,Cancelled,2026-04-17 13:44:00
ORD10081,Placed,2026-04-17 16:14:00
ORD10081,Preparing,2026-04-17 16:22:00
ORD10081,Out For Delivery,2026-04-17 16:34:00
ORD10081,Delivered,2026-04-17 16:46:00
ORD10082,Placed,2026-04-17 10:53:00
ORD10082,Preparing,2026-04-17 11:01:00
ORD10082,Out For Delivery,2026-04-17 11:08:00
ORD10082,Delivered,2026-04-17 11:22:00
ORD10083,Placed,2026-04-17 15:42:00
ORD10083,Cancelled,2026-04-17 15:51:00
ORD10084,Placed,2026-04-17 11:11:00
ORD10084,Preparing,2026-04-17 11:19:00
ORD10084,Out For Delivery,2026-04-17 11:30:00
ORD10084,Delivered,2026-04-17 11:39:00
ORD10085,Placed,2026-04-17 19:22:00
ORD10085,Preparing,2026-04-17 19:31:00
ORD10085,Out For Delivery,2026-04-17 19:39:00
ORD10085,Delivered,2026-04-17 19:47:00
ORD10086,Placed,2026-04-17 17:56:00
ORD10086,Preparing,2026-04-17 18:10:00
ORD10086,Out For Delivery,2026-04-17 18:19:00
ORD10086,Delivered,2026-04-17 18:31:00
ORD10087,Placed,2026-04-17 19:31:00
ORD10087,Preparing,2026-04-17 19:46:00
ORD10087,Out For Delivery,2026-04-17 20:01:00
ORD10087,Delivered,2026-04-17 20:06:00
ORD10088,Placed,2026-04-17 17:05:00
ORD10088,Preparing,2026-04-17 17:17:00
ORD10088,Out For Delivery,2026-04-17 17:29:00
ORD10088,Delivered,2026-04-17 17:34:00
ORD10089,Placed,2026-04-17 12:10:00
ORD10089,Preparing,2026-04-17 12:20:00
ORD10089,Out For Delivery,2026-04-17 12:29:00
ORD10089,Delivered,2026-04-17 12:43:00
ORD1009,Placed,2026-04-17 19:49:00
ORD1009,Cancelled,2026-04-17 20:00:00
ORD10090,Placed,2026-04-17 18:10:00
ORD10090,Preparing,2026-04-17 18:16:00
ORD10090,Out For Delivery,2026-04-17 18:24:00
ORD10090,Delivered,2026-04-17 18:35:00
ORD10091,Placed,2026-04-17 14:15:00
ORD10091,Preparing,2026-04-17 14:28:00
ORD10091,Out For Delivery,2026-04-17 14:34:00
ORD10091,Delivered,2026-04-17 14:39:00
ORD10092,Placed,2026-04-17 11:30:00
ORD10092,Preparing,2026-04-17 11:40:00
ORD10092,Out For Delivery,2026-04-17 11:47:00
ORD10092,Delivered,2026-04-17 12:00:00
ORD10093,Placed,2026-04-17 16:25:00
ORD10093,Preparing,2026-04-17 16:32:00
ORD10093,Out For Delivery,2026-04-17 16:39:00
ORD10093,Delivered,2026-04-17 16:54:00
ORD10094,Placed,2026-04-17 19:28:00
ORD10094,Preparing,2026-04-17 19:34:00
ORD10094,Out For Delivery,2026-04-17 19:47:00
ORD10094,Delivered,2026-04-17 19:59:00
ORD10095,Placed,2026-04-17 16:01:00
ORD10095,Preparing,2026-04-17 16:08:00
ORD10095,Out For Delivery,2026-04-17 16:21:00
ORD10095,Delivered,2026-04-17 16:30:00
ORD10096,Placed,2026-04-17 12:13:00
ORD10096,Cancelled,2026-04-17 12:18:00
ORD10097,Placed,2026-04-17 15:33:00
ORD10097,Preparing,2026-04-17 15:41:00
ORD10097,Out For Delivery,2026-04-17 15:49:00
ORD10097,Delivered,2026-04-17 15:54:00
ORD10098,Placed,2026-04-17 17:20:00
ORD10098,Preparing,2026-04-17 17:34:00
ORD10098,Out For Delivery,2026-04-17 17:42:00
ORD10098,Delivered,2026-04-17 17:54:00
ORD10099,Placed,2026-04-17 15:00:00
ORD10099,Cancelled,2026-04-17 15:08:00
ORD101,Placed,2026-04-17 14:38:00
ORD101,Preparing,2026-04-17 14:44:00
ORD101,Out For Delivery,2026-04-17 14:49:00
ORD101,Delivered,2026-04-17 15:02:00
ORD1010,Placed,2026-04-17 16:39:00
ORD1010,Preparing,2026-04-17 16:47:00
ORD1010,Out For Delivery,2026-04-17 16:57:00
ORD1010,Delivered,2026-04-17 17:09:00
ORD10100,Placed,2026-04-17 19:41:00
ORD10100,Preparing,2026-04-17 19:48:00
ORD10100,Out For Delivery,2026-04-17 20:01:00
ORD10100,Delivered,2026-04-17 20:11:00
ORD10101,Placed,2026-04-17 13:38:00
ORD10101,Cancelled,2026-04-17 13:48:00
ORD10102,Placed,2026-04-17 11:15:00
ORD10102,Preparing,2026-04-17 11:23:00
ORD10102,Out For Delivery,2026-04-17 11:29:00
ORD10102,Delivered,2026-04-17 11:36:00
ORD10103,Placed,2026-04-17 13:34:00
ORD10103,Preparing,2026-04-17 13:47:00
ORD10103,Out For Delivery,2026-04-17 13:59:00
ORD10103,Delivered,2026-04-17 14:08:00
ORD10104,Placed,2026-04-17 15:35:00
ORD10104,Preparing,2026-04-17 15:47:00
ORD10104,Out For Delivery,2026-04-17 15:55:00
ORD10104,Delivered,2026-04-17 16:02:00
ORD10105,Placed,2026-04-17 11:46:00
ORD10105,Cancelled,2026-04-17 12:01:00
ORD10106,Placed,2026-04-17 12:14:00
ORD10106,Preparing,2026-04-17 12:25:00
ORD10106,Out For Delivery,2026-04-17 12:31:00
ORD10106,Delivered,2026-04-17 12:37:00
ORD10107,Placed,2026-04-17 14:02:00
ORD10107,Preparing,2026-04-17 14:15:00
ORD10107,Out For Delivery,2026-04-17 14:26:00
ORD10107,Delivered,2026-04-17 14:31:00
ORD10108,Placed,2026-04-17 17:58:00
ORD10108,Preparing,2026-04-17 18:06:00
ORD10108,Out For Delivery,2026-04-17 18:18:00
ORD10108,Delivered,2026-04-17 18:25:00
ORD10109,Placed,2026-04-17 14:17:00
ORD10109,Preparing,2026-04-17 14:27:00
ORD10109,Out For Delivery,2026-04-17 14:35:00
ORD10109,Delivered,2026-04-17 14:47:00
ORD1011,Placed,2026-04-17 18:18:00
ORD1011,Preparing,2026-04-17 18:29:00
ORD1011,Out For Delivery,2026-04-17 18:39:00
ORD1011,Delivered,2026-04-17 18:49:00
ORD10110,Placed,2026-04-17 16:29:00
ORD10110,Preparing,2026-04-17 16:34:00
ORD10110,Out For Delivery,2026-04-17 16:49:00
ORD10110,Delivered,2026-04-17 16:57:00
ORD10111,Placed,2026-04-17 10:27:00
ORD10111,Preparing,2026-04-17 10:40:00
ORD10111,Out For Delivery,2026-04-17 10:47:00
ORD10111,Delivered,2026-04-17 11:01:00
ORD10112,Placed,2026-04-17 17:03:00
ORD10112,Preparing,2026-04-17 17:16:00
ORD10112,Out For Delivery,2026-04-17 17:24:00
ORD10112,Delivered,2026-04-17 17:31:00
ORD10113,Placed,2026-04-17 18:08:00
ORD10113,Preparing,2026-04-17 18:15:00
ORD10113,Out For Delivery,2026-04-17 18:25:00
ORD10113,Delivered,2026-04-17 18:35:00
ORD10114,Placed,2026-04-17 15:55:00
ORD10114,Cancelled,2026-04-17 16:07:00
ORD10115,Placed,2026-04-17 18:50:00
ORD10115,Preparing,2026-04-17 18:58:00
ORD10115,Out For Delivery,2026-04-17 19:08:00
ORD10115,Delivered,2026-04-17 19:20:00
ORD10116,Placed,2026-04-17 12:38:00
ORD10116,Preparing,2026-04-17 12:44:00
ORD10116,Out For Delivery,2026-04-17 12:57:00
ORD10116,Delivered,2026-04-17 13:02:00
ORD10117,Placed,2026-04-17 14:19:00
ORD10117,Preparing,2026-04-17 14:34:00
ORD10117,Out For Delivery,2026-04-17 14:47:00
ORD10117,Delivered,2026-04-17 15:00:00
ORD10118,Placed,2026-04-17 19:03:00
ORD10118,Preparing,2026-04-17 19:14:00
ORD10118,Out For Delivery,2026-04-17 19:26:00
ORD10118,Delivered,2026-04-17 19:36:00
ORD10119,Placed,2026-04-17 12:08:00
ORD10119,Cancelled,2026-04-17 12:19:00
ORD1012,Placed,2026-04-17 15:37:00
ORD1012,Preparing,2026-04-17 15:48:00
ORD1012,Out For Delivery,2026-04-17 16:03:00
ORD1012,Delivered,2026-04-17 16:08:00
ORD10120,Placed,2026-04-17 17:44:00
ORD10120,Preparing,2026-04-17 17:49:00
ORD10120,Out For Delivery,2026-04-17 18:03:00
ORD10120,Delivered,2026-04-17 18:15:00
ORD10121,Placed,2026-04-17 14:59:00
ORD10121,Preparing,2026-04-17 15:08:00
ORD10121,Out For Delivery,2026-04-17 15:14:00
ORD10121,Delivered,2026-04-17 15:23:00
ORD10122,Placed,2026-04-17 14:31:00
ORD10122,Preparing,2026-04-17 14:36:00
ORD10122,Out For Delivery,2026-04-17 14:49:00
ORD10122,Delivered,2026-04-17 14:55:00
ORD10123,Placed,2026-04-17 17:41:00
ORD10123,Cancelled,2026-04-17 17:47:00
ORD10124,Placed,2026-04-17 14:48:00
ORD10124,Cancelled,2026-04-17 14:59:00
ORD10125,Placed,2026-04-17 16:49:00
ORD10125,Preparing,2026-04-17 16:54:00
ORD10125,Out For Delivery,2026-04-17 17:03:00
ORD10125,Delivered,2026-04-17 17:17:00
ORD10126,Placed,2026-04-17 13:50:00
ORD10126,Preparing,2026-04-17 13:59:00
ORD10126,Out For Delivery,2026-04-17 14:12:00
ORD10126,Delivered,2026-04-17 14:17:00
ORD10127,Placed,2026-04-17 12:34:00
ORD10127,Cancelled,2026-04-17 12:41:00
ORD10128,Placed,2026-04-17 19:39:00
ORD10128,Preparing,2026-04-17 19:48:00
ORD10128,Out For Delivery,2026-04-17 19:56:00
ORD10128,Delivered,2026-04-17 20:09:00
ORD10129,Placed,2026-04-17 14:29:00
ORD10129,Preparing,2026-04-17 14:44:00
ORD10129,Out For Delivery,2026-04-17 14:55:00
ORD10129,Delivered,2026-04-17 15:07:00
ORD1013,Placed,2026-04-17 13:34:00
ORD1013,Preparing,2026-04-17 13:49:00
ORD1013,Out For Delivery,2026-04-17 13:54:00
ORD1013,Delivered,2026-04-17 14:01:00
ORD10130,Placed,2026-04-17 16:03:00
ORD10130,Preparing,2026-04-17 16:09:00
ORD10130,Out For Delivery,2026-04-17 16:16:00
ORD10130,Delivered,2026-04-17 16:22:00
ORD10131,Placed,2026-04-17 11:57:00
ORD10131,Preparing,2026-04-17 12:08:00
ORD10131,Out For Delivery,2026-04-17 12:15:00
ORD10131,Delivered,2026-04-17 12:25:00
ORD10132,Placed,2026-04-17 15:56:00
ORD10132,Preparing,2026-04-17 16:09:00
ORD10132,Out For Delivery,2026-04-17 16:15:00
ORD10132,Delivered,2026-04-17 16:28:00
ORD10133,Placed,2026-04-17 19:37:00
ORD10133,Cancelled,2026-04-17 19:46:00
ORD10134,Placed,2026-04-17 16:46:00
ORD10134,Preparing,2026-04-17 16:53:00
ORD10134,Out For Delivery,2026-04-17 17:07:00
ORD10134,Delivered,2026-04-17 17:19:00
ORD10135,Placed,2026-04-17 19:40:00
ORD10135,Preparing,2026-04-17 19:55:00
ORD10135,Out For Delivery,2026-04-17 20:02:00
ORD10135,Delivered,2026-04-17 20:08:00
ORD10136,Placed,2026-04-17 12:12:00
ORD10136,Preparing,2026-04-17 12:27:00
ORD10136,Out For Delivery,2026-04-17 12:42:00
ORD10136,Delivered,2026-04-17 12:51:00
ORD10137,Placed,2026-04-17 19:26:00
ORD10137,Preparing,2026-04-17 19:36:00
ORD10137,Out For Delivery,2026-04-17 19:44:00
ORD10137,Delivered,2026-04-17 19:53:00
ORD10138,Placed,2026-04-17 13:51:00
ORD10138,Preparing,2026-04-17 13:57:00
ORD10138,Out For Delivery,2026-04-17 14:11:00
ORD10138,Delivered,2026-04-17 14:18:00
ORD10139,Placed,2026-04-17 12:05:00
ORD10139,Preparing,2026-04-17 12:16:00
ORD10139,Out For Delivery,2026-04-17 12:25:00
ORD10139,Delivered,2026-04-17 12:37:00
ORD1014,Placed,2026-04-17 14:29:00
ORD1014,Preparing,2026-04-17 14:41:00
ORD1014,Out For Delivery,2026-04-17 14:49:00
ORD1014,Delivered,2026-04-17 14:59:00
ORD10140,Placed,2026-04-17 18:45:00
ORD10140,Preparing,2026-04-17 18:58:00
ORD10140,Out For Delivery,2026-04-17 19:09:00
ORD10140,Delivered,2026-04-17 19:14:00
ORD10141,Placed,2026-04-17 17:54:00
ORD10141,Preparing,2026-04-17 18:03:00
ORD10141,Out For Delivery,2026-04-17 18:11:00
ORD10141,Delivered,2026-04-17 18:17:00
ORD10142,Placed,2026-04-17 19:52:00
ORD10142,Preparing,2026-04-17 20:05:00
ORD10142,Out For Delivery,2026-04-17 20:18:00
ORD10142,Delivered,2026-04-17 20:30:00
