item_id,order_id,product_id,quantity,unit_price,subtotal
ITEM000186,ORD04116,PROD107,1,548.6,548.6
ITEM000187,ORD00253,PROD144,6,96.8,580.8
ITEM000188,ORD03228,PROD113,2,796.46,1592.92
ITEM000189,ORD01041,PROD093,5,244.24,1221.2
ITEM000190,ORD01097,PROD124,2,189.03,378.06
ITEM000191,ORD02854,PROD082,1,632.86,632.86
ITEM000192,ORD01537,PROD048,5,749.26,3746.3
ITEM000193,ORD00700,PROD102,3,661.11,1983.33
ITEM000194,ORD03458,PROD9999,4,180.12,720.48
ITEM000195,ORD02663,PROD058,2,485.8,971.6
ITEM000196,ORD02794,PROD083,2,531.06,1062.12
ITEM000197,ORD03924,PROD024,5,114.29,571.45
ITEM000198,ORD00032,PROD050,6,480.01,2880.06
ITEM000199,ORD02156,PROD085,3,695.28,2085.84
ITEM000200,ORD03545,PROD131,3,797.67,2393.01
ITEM000201,ORD03753,PROD108,6,705.51,4233.06
ITEM000202,ORD04756,PROD098,4,488.98,1955.92
ITEM000203,ORD01130,PROD071,3,479.08,1437.24
ITEM000204,ORD00854,PROD061,4,549.97,2199.88
ITEM000205,ORD02064,PROD076,5,127.69,638.45
ITEM000206,ORD00981,PROD121,3,581.15,1743.45
ITEM000207,ORD00810,PROD078,2,775.3,1550.6
ITEM000208,ORD04837,PROD050,5,119.48,597.4
ITEM000209,ORD04722,PROD060,3,382.82,1148.46
ITEM000210,ORD00257,PROD094,5,227.31,1136.55
ITEM000211,ORD999999,PROD061,2,405.47,810.94
ITEM000212,ORD02643,PROD056,3,537.64,1612.92
ITEM000213,ORD02415,PROD017,6,379.62,2277.72
ITEM000214,ORD00529,PROD098,2,747.32,1494.64
ITEM000215,ORD03656,PROD092,3,699.01,2097.03
ITEM000216,ORD04145,PROD043,3,277.02,831.06
ITEM000217,ORD04682,PROD038,1,348.54,348.54
ITEM000218,ORD04849,PROD066,3,629.37,1888.11
ITEM000219,ORD04197,PROD089,4,138.87,555.48
ITEM000220,ORD00820,PROD132,1,370.42,370.42
ITEM000221,ORD04890,PROD028,3,291.68,875.04
ITEM000222,ORD01641,PROD133,4,133.23,532.92
ITEM000223,ORD02383,PROD021,4,125.35,501.4
ITEM000224,ORD01975,PROD006,4,614.26,2457.04
ITEM000225,ORD03134,PROD033,4,575.6,2302.4
ITEM000226,ORD03071,PROD020,2,131.01,262.02
ITEM000227,ORD04873,PROD001,6,565.6,3393.6
ITEM000228,ORD04867,PROD037,1,254.64,254.64
ITEM000229,ORD01601,PROD028,6,332.76,1996.56
ITEM000230,ORD03705,PROD143,4,567.69,2270.76
ITEM000231,ORD00959,PROD037,6,322.72,1936.32
ITEM000232,ORD02744,PROD001,3,343.32,1029.96
ITEM000233,ORD01917,PROD070,1,220.02,220.02
ITEM000234,ORD03102,PROD073,3,380.01,1140.03
ITEM000235,ORD04767,PROD067,2,316.84,633.68
ITEM000236,ORD02889,PROD105,6,598.43,3590.58
ITEM000237,ORD02639,PROD134,2,192.37,384.74
ITEM000238,ORD03503,PROD056,3,202.0,606.0
ITEM000239,ORD02989,PROD028,5,397.43,1987.15
ITEM000240,ORD04197,PROD101,6,650.63,3903.78
ITEM000241,ORD02210,PROD105,2,365.7,731.4
ITEM000242,ORD00630,PROD030,4,328.19,1312.76
ITEM000243,ORD04891,PROD089,2,504.12,1008.24
ITEM000244,ORD03482,PROD134,5,302.66,1513.3
ITEM000245,ORD02160,PROD061,1,505.05,505.05
ITEM000246,ORD04265,PROD071,1,385.01,385.01
ITEM000247,ORD02452,PROD022,3,722.82,2168.46
ITEM000248,ORD00584,PROD080,6,704.89,4229.34
ITEM000249,ORD03790,PROD038,3,732.33,2196.99
ITEM000250,ORD04052,PROD080,1,761.36,761.36
ITEM000251,ORD03973,PROD120,1,200.79,200.79
ITEM000252,ORD03116,PROD060,1,773.54,773.54
ITEM000253,ORD03618,PROD126,3,107.69,323.07
ITEM000254,ORD03238,PROD091,1,516.09,516.09
ITEM000255,ORD01872,PROD105,1,321.91,321.91
ITEM000256,ORD00513,PROD132,2,472.69,945.38
ITEM000257,ORD02603,PROD054,5,71.28,356.4
ITEM000258,ORD00367,PROD024,3,380.9,1142.7
ITEM000259,ORD03652,PROD147,1,581.22,581.22
ITEM000260,ORD01972,PROD049,6,513.52,3081.12
ITEM000261,ORD04052,PROD075,3,332.56,997.68
ITEM000262,ORD03131,PROD054,2,632.63,1265.26
ITEM000263,ORD02520,PROD107,3,99.66,298.98
ITEM000264,ORD02384,PROD014,5,153.41,767.05
ITEM000265,ORD03459,PROD104,6,628.22,3769.32
ITEM000266,ORD02155,PROD011,2,324.61,649.22
ITEM000267,ORD02382,PROD031,4,562.14,2248.56
ITEM000268,ORD01593,PROD060,6,522.86,3137.16
ITEM000269,ORD03719,PROD039,1,519.17,519.17
ITEM000270,ORD03137,PROD112,6,191.26,1147.56
ITEM000271,ORD04327,PROD119,6,549.35,3296.1
ITEM000272,ORD00224,PROD016,2,744.08,1488.16
ITEM000273,ORD01975,PROD148,0,409.74,2458.44
ITEM000274,ORD02916,PROD082,2,636.75,1273.5
ITEM000275,ORD00523,PROD049,3,268.99,806.97
ITEM000276,ORD04288,PROD145,6,344.11,2064.66
ITEM000277,ORD999999,PROD129,6,246.82,1480.92
ITEM000278,ORD00577,PROD089,5,106.48,532.4
ITEM000279,ORD04928,PROD049,5,556.16,2780.8
ITEM000280,ORD03083,PROD088,2,482.24,964.48
ITEM000281,ORD00735,PROD124,2,215.13,430.26
ITEM000282,ORD03146,PROD082,2,761.03,1522.06
ITEM000283,ORD01459,PROD148,4,343.41,1373.64
ITEM000284,ORD01929,PROD093,5,308.82,1544.1
ITEM000285,ORD00602,PROD9999,1,786.5,786.5
ITEM000286,ORD02984,PROD078,3,462.93,1388.79
ITEM000287,ORD00033,PROD015,3,128.64,385.92
ITEM000288,ORD03820,PROD9999,2,558.89,1117.78
ITEM000289,ORD03704,PROD014,2,308.3,616.6
ITEM000290,ORD04891,PROD136,2,480.63,961.26
ITEM000291,ORD01442,PROD9999,3,129.37,388.11
ITEM000292,ORD01076,PROD018,1,790.45,790.45
ITEM000293,ORD03719,PROD088,4,295.05,1180.2
ITEM000294,ORD01276,PROD119,1,532.7,532.7
ITEM000295,ORD01734,PROD006,2,168.77,337.54
ITEM000296,ORD03580,PROD045,1,729.58,729.58
ITEM000297,ORD00809,PROD055,3,323.32,969.96
ITEM000298,ORD01451,PROD095,4,752.55,3010.2
ITEM000299,ORD01402,PROD084,5,74.66,373.3
ITEM000300,ORD02433,PROD077,4,323.36,1293.44
ITEM000301,ORD01606,PROD143,6,784.31,4705.86
ITEM000302,ORD02393,PROD091,5,371.31,1856.55
ITEM000303,ORD03422,PROD083,6,422.5,2535.0
ITEM000304,ORD04594,PROD094,1,347.23,347.23
ITEM000305,ORD03388,PROD087,1,124.58,124.58
ITEM000306,ORD999999,PROD085,0,427.31,1709.24
ITEM000307,ORD03480,PROD128,5,317.83,1589.15
ITEM000308,ORD02453,PROD105,1,569.47,569.47
ITEM000309,ORD01504,PROD009,6,271.81,1630.86
ITEM000310,ORD02706,PROD9999,6,529.41,3176.46
ITEM000311,ORD01479,PROD029,2,624.46,1248.92
ITEM000312,ORD01430,PROD073,3,574.95,1724.85
ITEM000313,ORD01102,PROD097,2,293.14,586.28
ITEM000314,ORD02406,PROD068,5,689.75,3448.75
ITEM000315,ORD00800,PROD085,3,327.28,981.84
ITEM000316,ORD04475,PROD059,3,425.17,1275.51
ITEM000317,ORD04940,PROD018,4,492.79,1971.16
ITEM000318,ORD04916,PROD037,2,462.59,925.18
ITEM000319,ORD00649,PROD002,5,569.75,2848.75
ITEM000320,ORD02474,PROD118,2,624.61,1249.22
ITEM000321,ORD04975,PROD054,4,687.96,2751.84
ITEM000322,ORD00789,PROD014,3,552.09,1656.27
ITEM000323,ORD02640,PROD100,6,687.2,4123.2
ITEM000324,ORD02206,PROD093,5,418.06,2090.3
ITEM000325,ORD02383,PROD070,2,116.76,233.52
ITEM000326,ORD04170,PROD023,5,190.23,951.15
ITEM000327,ORD02626,PROD010,4,460.39,1841.56
ITEM000328,ORD03058,PROD086,1,504.66,504.66
ITEM000329,ORD03668,PROD001,4,671.3,2685.2
ITEM000330,ORD00243,PROD103,1,731.14,731.14
ITEM000331,ORD01731,PROD026,2,662.86,1325.72
ITEM000332,ORD01680,PROD081,3,490.98,1472.94
ITEM000333,ORD03969,PROD016,6,356.92,2141.52
ITEM000334,ORD01118,PROD029,3,341.5,1024.5
ITEM000335,ORD04900,PROD006,5,533.75,2668.75
ITEM000336,ORD00089,PROD058,3,660.69,1982.07
ITEM000337,ORD02121,PROD099,5,132.26,661.3
ITEM000338,ORD02138,PROD050,5,309.57,1547.85
ITEM000339,ORD01676,PROD146,5,571.24,2856.2
ITEM000340,ORD01989,PROD122,6,446.56,2679.36
ITEM000341,ORD04226,PROD023,1,590.64,590.64
ITEM000342,ORD02669,PROD041,2,201.53,403.06
ITEM000343,ORD00668,PROD114,1,551.87,551.87
ITEM000344,ORD01185,PROD125,5,362.19,1810.95
ITEM000345,ORD00336,PROD018,2,556.3,1112.6
ITEM000346,ORD04158,PROD047,1,278.93,278.93
ITEM000347,ORD01960,PROD029,5,418.11,2090.55
ITEM000348,ORD00804,PROD066,5,314.94,1574.7
ITEM000349,ORD02384,PROD088,5,493.4,2467.0
ITEM000350,ORD01527,PROD043,2,256.25,512.5
ITEM000351,ORD01020,PROD058,6,638.95,3833.7
ITEM000352,ORD02260,PROD009,2,790.22,1580.44
ITEM000353,ORD03875,PROD086,6,655.14,3930.84
ITEM000354,ORD02015,PROD134,1,224.48,224.48
ITEM000355,ORD00385,PROD086,2,509.9,1019.8
ITEM000356,ORD03428,PROD074,4,181.76,727.04
ITEM000357,ORD00072,PROD107,2,82.67,165.34
ITEM000358,ORD01088,PROD118,6,333.12,1998.72
ITEM000359,ORD02768,PROD055,4,164.27,657.08
ITEM000360,ORD02009,PROD086,1,524.74,524.74
ITEM000361,ORD02100,PROD097,5,739.3,3696.5
ITEM000362,ORD04752,PROD034,5,111.96,559.8
ITEM000363,ORD04797,PROD066,3,253.68,761.04
ITEM000364,ORD04865,PROD091,3,399.65,1198.95
ITEM000365,ORD00452,PROD065,3,793.72,2381.16
ITEM000366,ORD02956,PROD146,3,490.1,1470.3
ITEM000367,ORD02668,PROD073,3,243.95,731.85
ITEM000368,ORD03974,PROD018,3,604.43,1813.29
ITEM000369,ORD04192,PROD137,6,647.91,3887.46
ITEM000370,ORD00141,PROD059,1,237.5,237.5
ITEM000371,ORD04572,PROD020,2,754.35,1508.7
ITEM000372,ORD04992,PROD128,3,245.47,736.41
ITEM000373,ORD03973,PROD034,6,632.9,3797.4
ITEM000374,ORD02966,PROD039,2,243.04,486.08
ITEM000375,ORD00013,PROD135,6,207.92,1247.52
ITEM000376,ORD03890,PROD059,4,735.32,2941.28
ITEM000377,ORD00564,PROD089,2,667.32,1334.64
ITEM000378,ORD03520,PROD061,5,737.78,3688.9
ITEM000379,ORD04551,PROD117,2,219.59,439.18
ITEM000380,ORD00006,PROD136,2,775.75,1551.5
ITEM000381,ORD04474,PROD046,4,758.14,3032.56
ITEM000382,ORD04945,PROD095,1,595.45,595.45
ITEM000383,ORD04157,PROD149,5,779.93,3899.65
ITEM000384,ORD00817,PROD070,2,471.02,942.04
ITEM000385,ORD04590,PROD035,6,51.55,309.3
ITEM000386,ORD04819,PROD082,3,191.06,573.18
ITEM000387,ORD04619,PROD026,5,383.61,1918.05
ITEM000388,ORD04630,PROD056,2,268.28,536.56
ITEM000389,ORD00262,PROD021,6,605.35,3632.1
ITEM000390,ORD03082,PROD035,0,535.96,1607.88
ITEM000391,ORD04080,PROD044,3,240.87,722.61
ITEM000392,ORD00233,PROD031,2,112.67,225.34
ITEM000393,ORD04422,PROD111,5,788.5,3942.5
ITEM000394,ORD00914,PROD129,6,184.37,1106.22
ITEM000395,ORD02383,PROD093,2,799.68,1599.36
ITEM000396,ORD00632,PROD139,2,113.95,227.9
ITEM000397,ORD04039,PROD092,1,369.67,369.67
ITEM000398,ORD00874,PROD013,1,329.33,329.33
ITEM000399,ORD01180,PROD100,1,137.85,137.85
ITEM000400,ORD03187,PROD121,3,119.08,357.24
ITEM000401,ORD999999,PROD106,5,311.61,1558.05
ITEM000402,ORD03890,PROD061,5,252.6,1263.0
ITEM000403,ORD00747,PROD140,3,651.45,1954.35
ITEM000404,ORD03182,PROD013,2,130.37,260.74
ITEM000405,ORD01303,PROD050,4,779.1,3116.4
ITEM000406,ORD01142,PROD134,1,607.95,607.95
ITEM000407,ORD00709,PROD098,2,224.36,448.72
ITEM000408,ORD03723,PROD143,6,749.51,4497.06
ITEM000409,ORD01249,PROD084,3,686.64,2059.92
ITEM000410,ORD02283,PROD057,1,374.37,374.37
ITEM000411,ORD04876,PROD014,2,338.66,677.32
ITEM000412,ORD02312,PROD053,4,169.41,677.64
ITEM000413,ORD03702,PROD033,2,357.01,714.02
ITEM000414,ORD04039,PROD113,5,58.9,294.5
ITEM000415,ORD02748,PROD037,3,593.05,1779.15
ITEM000416,ORD04894,PROD067,2,324.67,649.34
ITEM000417,ORD03076,PROD124,1,513.04,513.04
ITEM000418,ORD03262,PROD049,3,687.86,2063.58
ITEM000419,ORD01820,PROD110,1,142.15,142.15
ITEM000420,ORD04638,PROD048,1,121.9,121.9
ITEM000421,ORD02605,PROD047,3,53.62,160.86
ITEM000422,ORD02140,PROD120,5,781.8,3909.0
ITEM000423,ORD04490,PROD132,2,303.8,607.6
ITEM000424,ORD02886,PROD058,4,245.65,982.6
ITEM000425,ORD03057,PROD115,5,473.87,2369.35
ITEM000426,ORD01090,PROD075,2,524.04,1048.08
ITEM000427,ORD02485,PROD136,2,647.95,1295.9
ITEM000428,ORD04794,PROD136,3,96.3,288.9
ITEM000429,ORD04281,PROD111,4,744.81,2979.24
ITEM000430,ORD04191,PROD136,1,457.5,457.5
ITEM000431,ORD04878,PROD028,1,684.59,684.59
ITEM000432,ORD01301,PROD106,4,103.27,413.08
ITEM000433,ORD04862,PROD087,2,212.27,424.54
ITEM000434,ORD00070,PROD095,5,530.47,2652.35
ITEM000435,ORD04584,PROD090,4,91.69,366.76
ITEM000436,ORD04610,PROD097,1,215.94,215.94
ITEM000437,ORD02554,PROD071,1,516.33,516.33
ITEM000438,ORD02368,PROD015,2,370.53,741.06
ITEM000439,ORD03176,PROD057,2,581.87,1163.74
ITEM000440,ORD04845,PROD019,1,392.05,392.05
ITEM000441,ORD02036,PROD125,1,514.33,514.33
ITEM000442,ORD03760,PROD142,4,407.07,1628.28
ITEM000443,ORD00865,PROD147,2,385.57,771.14
ITEM000444,ORD03390,PROD022,1,62.17,62.17
ITEM000445,ORD03626,PROD014,1,495.8,495.8
ITEM000446,ORD01765,PROD102,4,607.75,2431.0
ITEM000447,ORD999999,PROD135,3,639.83,1919.49
ITEM000448,ORD04093,PROD006,1,54.63,54.63
ITEM000449,ORD00957,PROD102,5,671.57,3357.85
ITEM000450,ORD00343,PROD010,1,742.03,742.03
ITEM000451,ORD04474,PROD097,5,196.95,984.75
ITEM000452,ORD00043,PROD119,4,512.0,2048.0
ITEM000453,ORD00325,PROD029,3,510.41,1531.23
ITEM000454,ORD03487,PROD046,5,162.36,811.8
ITEM000455,ORD03123,PROD035,5,752.67,3763.35
ITEM000456,ORD03545,PROD028,1,723.68,723.68
ITEM000457,ORD01278,PROD065,3,640.02,1920.06
ITEM000458,ORD00296,PROD071,6,167.51,1005.06
ITEM000459,ORD01163,PROD068,6,443.66,2661.96
ITEM000460,ORD02829,PROD085,1,787.16,787.16
ITEM000461,ORD02064,PROD036,4,211.45,845.8
ITEM000462,ORD00946,PROD083,3,427.39,1282.17
ITEM000463,ORD01592,PROD040,1,350.46,350.46
ITEM000464,ORD01068,PROD9999,1,633.61,633.61
ITEM000465,ORD03787,PROD133,2,183.42,366.84
ITEM000466,ORD04088,PROD016,1,740.88,740.88
ITEM000467,ORD01888,PROD149,4,363.06,1452.24
ITEM000468,ORD03580,PROD097,1,524.58,524.58
ITEM000469,ORD03557,PROD080,5,498.66,2493.3
ITEM000470,ORD02106,PROD127,1,787.99,787.99
ITEM000471,ORD02685,PROD083,6,426.6,2559.6
ITEM000472,ORD03335,PROD119,6,759.94,4559.64
ITEM000473,ORD03689,PROD051,3,175.48,526.44
ITEM000474,ORD01430,PROD119,2,159.52,319.04
ITEM000475,ORD03838,PROD110,3,242.79,728.37
ITEM000476,ORD01050,PROD079,5,627.83,3139.15
ITEM000477,ORD02502,PROD071,6,93.95,563.7
ITEM000478,ORD00229,PROD026,3,225.26,675.78
ITEM000479,ORD04616,PROD052,5,792.55,3962.75
ITEM000480,ORD01118,PROD079,3,592.43,1777.29
ITEM000481,ORD04217,PROD034,5,499.0,2495.0
ITEM000482,ORD02989,PROD095,3,503.59,1510.77
ITEM000483,ORD01812,PROD141,1,134.78,134.78
ITEM000484,ORD03250,PROD020,3,553.99,1661.97
ITEM000485,ORD999999,PROD023,1,744.02,744.02
ITEM000486,ORD00885,PROD040,2,101.85,203.7
ITEM000487,ORD04496,PROD092,5,396.99,1984.95
ITEM000488,ORD00320,PROD017,4,201.49,805.96
